LONGITUDE,LATITUDE,SRCE_CNTRE,DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM
140.3632401,-32.5270695,workings,LION HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Pualco Tillite unit 4
140.0517342,-32.1983905,,MCLEANS,Gold,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup unit 25
140.0479362,-32.2315595,workings,WALPARUTA,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Supergroup unit 8,Willyama Supergroup unit 8
140.0542242,-32.2016405,quartz vein,WALTER OUTALPA,Gold,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup unit 25
140.4591731,-32.0643825,open cut,MARY,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz-feldpsar vein,Ethiudna Calc-silicate Group
140.4039592,-32.0185995,main shaft,PUTTS WELL,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Bimba Formation,Mesoproterozoic unit 1
140.4152011,-32.2040485,sample ZA 25,MACDONALD HILL,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Ethiudna Subgroup,Ethiudna Subgroup
140.2736052,-32.0072385,,MOUNT BULL,"Copper, Gold, Iron",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup
140.2558012,-32.4164665,line of workings,COPPERLINKA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Pepuarta Tillite
140.2714092,-32.2611755,workings,KINGS BLUFF,"Gold, Quartzite, Quartz",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Wilyerpa Formation
138.9906933,-33.3090295,,OLD WOOKONGARIE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Undalya Quartzite
140.3316851,-32.6226315,spoils?,ROUND HILL CENTRAL,Gold,Low Significance,DELAMERIAN OROGEN,quartz vein,Anabama Granite
140.3431921,-32.5195845,SHAFT,GILDED MONSTER,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Mintaro Shale
140.1338552,-32.3741505,rough centre of trench,GOLDEN BOOMERANG,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Enorama Shale
140.5473961,-32.2017675,near drill hole,WILKINS,"Copper, Gold, Cobalt",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),Wiperaminga Subgroup,Wiperaminga Subgroup
140.1065182,-32.6411765,,WELSH PRINCE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cradock Quartzite Member
137.2588804,-35.8214274,,DAWS,"Gold, Amethyst, Corundum, Heavy Minerals, Sapphire",Low Significance,,Holocene alluvial/fluvial unit 1,
134.562701,-30.6938343,,CURDNATTA,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.499041,-30.6994243,shaft,ROYAL GEORGE,Gold,Low Significance,GAWLER CRATON,quartz vein unit 3,Hiltaba Suite
134.8323769,-32.8830863,,KATTATA,Gold,Low Significance,GAWLER CRATON,quartz vein,Hiltaba Suite
140.5826031,-32.2937105,dump?,BILLS HILL SOUTH,Gold,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Willyama Supergroup
139.8292772,-32.5479975,PIT,COCKSCOMB HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Nuccaleena Formation
138.9044342,-34.9585985,shaft,HONEYSUCKLE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
137.4588954,-35.7474744,,BOMB ALLEY,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),breccia unit 1,Delamerian igneous unit 16
138.0182333,-35.7354245,,TIPPINS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Sturt Tillite
137.3144724,-35.7392544,,RAINBOWS END,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation
139.1582082,-34.8785975,pit?,KITTICOOLA EAST,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
137.2303424,-35.7057784,,GRAINGERS SOUTH,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Kanmantoo Group
140.3401231,-32.5503145,workings,ESMONDE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mintaro Shale
138.6631702,-35.4528205,dead tree,PRINCE ALFRED,"Nickel, Silver, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Balquhidder Formation
138.6581932,-35.5250015,trees,WOODS ALLUVIALS,Gold,Low Significance,,Pleistocene alluvial/fluvial sediments,
138.5762992,-35.6008125,qz float?,GLEN BAR,"Gold, Arsenic",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Balquhidder Formation
138.7586492,-35.3302135,near sheds on old tramway,BRADFORDS,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.4366452,-35.5224765,qz float,MCDONALD,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.3833372,-35.5869885,,CORONATION BLOCKS,"Tungsten, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.3756262,-35.5878815,creek,CALLAWONGA,"Gold, Tungsten",Low Significance,,Holocene alluvial/fluvial unit 1,
138.1834993,-35.6454435,clear patch in treed area,AARONS HOLE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
138.1330983,-35.6347955,shaft?,CAINS,"Arsenic, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.1493383,-35.6249005,creek,COOALINGA CREEK,Gold,Low Significance,,Pleistocene alluvial/fluvial sediments,
138.1217043,-35.6391505,open cut,ROPERS,"Arsenic, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.9235022,-35.1973805,,MONSTER LODE,"Gold, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
138.6281792,-35.5631755,,CHAIRLIFT,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Encounter Bay Granite
138.3779742,-35.5844155,disturbed ground,SURPRISE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
138.4109632,-35.5976425,gully,BULLAPARATTA,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.9142882,-35.2237385,filled shaft?,CHELLASTON,"Silver, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
138.9697782,-35.1085655,disturbed ground,SOUTH HILL,"Copper, Silver, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
139.0374042,-35.1135565,near Leggs Shaft,BREMER,"Copper, Gold, Bismuth",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 3,Tapanappa Formation
138.9920362,-35.0911755,pit,PARINGA EAST,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.9855812,-35.1217215,open cut,ACLARE,"Lead, Silver, Gold, Zinc",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation
139.1270272,-34.0010825,qz blow?,CORONATION HILL,"Lead, Silver, Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite unit 1
139.0275892,-35.1179045,,WHEAL PIONEER,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.9196162,-35.2516865,portal entrance,ANGAS,"Zinc, Silver, Gold, Copper, Lead",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation
139.0148662,-35.1109355,quarry floor,LUCKY RIVALS,"Gold, Silver",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),deep weathering,Tapanappa Formation
139.0924512,-35.0592485,,LADY JANE,"Gold, Arsenic, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
138.9499832,-35.1891895,disturbed ground,WHEAL EVERLY,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
139.1595752,-34.8468055,pit,PALMER HILL,"Gold, Copper",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
139.1952942,-34.8070415,creek,MILENDELLA CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,Backstairs Passage Formation
139.1494992,-34.8498935,,O.B.Y.,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Palmer Granite
139.1513822,-34.8537085,,PALMER GL 1665,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Palmer Granite
139.1505862,-34.8501805,pit,PALMER,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Palmer Granite
139.0486272,-34.7865575,dam in creek,DEWELLS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,Backstairs Passage Formation
139.1471282,-34.8491925,GL 1695,ANDERSON AND MADDEN,"Gold, Granite",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Palmer Granite
139.0033252,-35.0827165,,TRESEVEAN,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation
139.0623662,-34.7177145,pit,THE HORSE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
139.0509702,-34.5656115,,STANDISH,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,Kanmantoo Group
139.0449992,-34.5646145,,KALTUNGA,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,Carrickalinga Head Formation
138.9873772,-34.7851525,,GLOVERS,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Carrickalinga Head Formation
138.9751202,-34.7902125,,GOLDEN CROWN NO.1,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9772572,-34.7744715,,GOLDEN CROWN NO.2,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9749472,-34.7790515,,GOLDEN CROWN NO.4,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.0338892,-35.0979055,,BREMER 4,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),hydrothermal alteration,Tapanappa Formation
139.2174872,-34.7213545,workings,KANAPPA SOUTH,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.0551652,-34.5716285,creek,CHIMNEY CREEK ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,Carrickalinga Head Formation
139.0396502,-34.5371195,creek,CLIFTON ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary-Pleistocene alluvial/fluvial sediments,Carrickalinga Head Formation
139.1173872,-34.6979645,rough centre section 115,MUELLER,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Delamerian igneous unit 4
139.2134512,-34.7120525,trench?,WHEAL PROSPER,"Copper, Silver, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.0969762,-34.5220675,disturbed ground?,JACOB CREEK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.1800612,-34.6672725,,DEWELL,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Kanmantoo Group
139.0341962,-34.5373925,,MENGLER HILL,Gold,Low Significance,,Miocene-Pliocene unit 2,Kanmantoo Group
139.0724022,-34.4680345,disturbed ground?,TRENGOFF,"Gold, Silver",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),hydrothermal alteration,Angaston Marble
139.1453462,-34.8526035,,OMOND AND YOUNG,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Palmer Granite
138.9758702,-34.7966465,,BLUMBERG,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Burra Group
138.9684442,-34.7943205,,BLUMBERG ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Miocene-Pliocene unit 2,Belair Subgroup
138.9845812,-34.7851125,,BROADBENTS ALLUVIALS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.9828102,-34.7805225,,COBRA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.9761012,-34.7921075,,DUSCOVITCHES GULLY,Gold,Low Significance,,Miocene-Pliocene unit 2,Burra Group
138.9791022,-34.7801175,shaft,GERMANIA,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Burra Group
138.9955572,-34.7716045,,HAEUSLERS,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
138.9753642,-34.7885755,,FARGOS,"Clay, Gold, Shale",Low Significance,ADELAIDE GEOSYNCLINE,Tertiary-Pleistocene regolith/colluvial sediments,Saddleworth Formation
138.9693552,-34.7963655,,HYNES ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
138.9755302,-34.7950105,,BIRTHDAY GIFT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.9973502,-34.7868175,,NAZA BAZA,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.9830792,-34.7710585,,PROSPERITY,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
138.9897602,-34.7897815,near large trees,YOUNG AUSTRALIAN,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Saddleworth Formation
138.9742282,-34.7946275,,WICKHAMS,"Gold, Clay, Kaolin",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9713962,-34.7852945,whitish patch,VICTORY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Burra Group
138.9716972,-34.7872085,tree,ROSS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.9757672,-34.7791485,,PRINCE OF WALES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9737952,-34.7959825,,PIPE CLAY REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9691592,-34.7874205,pit?,MADDENS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9753992,-34.7909835,,LUCKY HIT JUNCTION,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group
138.9744122,-34.7918625,,LILIAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9714602,-34.7936015,,HIDDEN SECRET,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Burra Group
138.9703432,-34.7937385,,GOLDEN HOPE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Saddleworth Formation
138.9735462,-34.7911265,,GOLDEN CROWN NO.3,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.9684552,-34.7921185,,GOLDEN BLOSSOM,"Ochre, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9688512,-34.7910045,,ELEANOR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Burra Group
138.9718262,-34.7944975,hole DH 3,BLUMBERG PROSPECTING,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9756392,-34.7830355,,BELCHERS,"Gold, Clay",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Burra Group
139.2710683,-32.7423775,,ROBERTSONS,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.3024543,-32.0133835,diggings,ORAMA HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation
139.2912413,-32.8279205,adit?,NACKARA REWARD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Ulupa Siltstone
139.3040043,-32.7286315,workings,LAMBERTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
138.6036742,-35.5377215,white spoils?,HAITS,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Balquhidder Formation
138.9970742,-34.7989735,,BLUMBERG BOULDER,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Kanmantoo Group
138.9807992,-34.8298985,creek bed,BLUMBERG UNITED,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,quartz vein unit 4
138.9827652,-34.8255135,creek bed,BERLING,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,Backstairs Passage Formation
138.9821572,-34.8520555,near hole BT 2,BURTONS,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.9718832,-34.7948035,,BIRDWOOD,"Shale, Gold, Clay, Kaolin, Sandstone",Locally Significant,ADELAIDE GEOSYNCLINE,Tertiary-Pleistocene regolith/colluvial sediments,Saddleworth Formation
138.9868032,-34.7763545,workings,ALLEN AND DRIVER,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Kanmantoo Group
138.9772972,-34.7718695,,ALEXANDER ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Miocene-Pliocene unit 2,Burra Group
138.9841472,-34.7711905,,BLACK DOG,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.3546264,-30.1528015,No.3 underlie?,GRAND JUNCTION,"Copper, Gold, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Paralana Quartzite
139.1337593,-32.2035815,spoils?,ERINA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.1090823,-32.9742475,,HENNIGS COMMONWEALTH,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.3989124,-30.2969725,trench,BARRARARUNA,"Copper, Gold",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),Skillogalee Dolomite,Skillogalee Dolomite unit 6
139.3171364,-30.4162085,,O'DONOGHUES CASTLE,"Copper, Silver, Gold, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Skillogalee Dolomite
139.6042624,-29.9800875,,GOLDEN POLE,"Copper, Gold",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),quartz vein,Fitton Formation unit 3
139.3326324,-30.1581365,,WALLACE GULLY,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial unit 2,Bolla Bollana Tillite
139.2335774,-30.2132875,underlay shaft?,WHEAL TURNER,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wortupa Quartzite
139.1685784,-31.5302285,creek junction,NANTAB CREEK,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.6338604,-29.9605915,drill pad,BRINDANA GORGE,"Copper, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wattleowie Granite
139.3147343,-32.2813035,pit?,SPOTSWOOD HILL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.4207473,-32.2622495,,MOUNT KINTORE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite
140.2191702,-32.1150265,shaft,PERRYHUMUCK,"Copper, Gold",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup
139.3551244,-30.1042505,old drill pad,GREENHILL,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Blue Mine Conglomerate
139.5622904,-30.0085095,crater,MOUNT FITTON SOUTH,"Copper, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,Golden Pole Granite,Mount Neill Granite
139.3589494,-30.1577035,,MOUNT MCDONNELL,"Copper, Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wywyana Formation
139.0898403,-32.7800945,pit,APPLEBYS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.0914403,-32.7801635,pit,PADDYS GUN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.0939793,-32.7812395,pit,WALLAROO UNITED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.4203874,-30.2739555,disturbed ground?,WHITE ANTS,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wooltana Volcanics
139.0073734,-30.9793815,tree,WIRRAPOWIE,"Copper, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wonoka Formation
139.2423044,-30.4379615,shaft collar,WORTURPA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Trezona Formation
139.3468844,-30.1565675,drillpad,SIR DOMINIC,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wywyana Formation
139.3355494,-30.1514625,white o/c,JUBILEE,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation
139.3793364,-30.3302945,workings,LIVELYS FIND,Gold,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Blue Mine Conglomerate
139.0960883,-32.7950255,pit,MOUNT EILEEN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tindelpina Shale Member
138.7734042,-35.0803245,old diggings on fenceline,WINDLASS HILL,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary-Pleistocene alluvial/fluvial sediments,
139.0872793,-32.7850155,shaft,QUEEN MAY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial unit 1,
139.0883143,-32.7840845,shaft,JUBILEE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
139.0888853,-32.7873395,workings?,ROWES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite
139.0612963,-32.8732585,trench,CONDAH HILL,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Pleistocene alluvial/fluvial sediments,
139.0614273,-32.8692265,,GOLDEN FIELD,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary rocks,
139.0630733,-32.8696795,,HILL VIEW ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Tertiary rocks,
139.0626533,-32.8780045,,LAST HOPE,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
139.0612533,-32.8782325,,RAINBIRD,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
137.2760614,-35.7330694,,CYGNET,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),sheared rocks,Tapanappa Formation
140.3781321,-32.5601605,trench,MARNA EAST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Belair Subgroup
140.9380101,-32.2496386,floor of open cut,MUTOOROO,"Copper, Gold, Cobalt, Sulphur",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),Palaeoproterozoic unit 2,Willyama Supergroup
140.3395601,-32.5399375,qz vein?,BONNIE KEITH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Mintaro Shale
134.726965,-31.0601353,near GLAC24,TUNKILLIA WELL,Gold,Low Significance,NUYTS SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Hiltaba Suite
140.7869711,-32.1023336,near hole FLBRNDHD0006,WOMPINNIE EAST,"Copper, Gold",Low Significance,CURNAMONA CRATON (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup
134.536244,-30.7086673,head frame,TARCOOLA BLOCKS,Gold,Locally Significant,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Tarcoola Formation
139.2466402,-34.4968075,creek bed,KEYNETON,"Arsenic, Gold",Low Significance,,Quaternary rocks,
139.2227072,-34.6440615,workings,MOUNT RHINE,"Silver, Gold, Ochre, Lead",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Milendella Limestone Member,Backstairs Passage Formation
139.2201782,-34.7238165,trench,SANDERSON,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.0316012,-34.5504235,,SCHLINKE GULLY,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.0830752,-35.0115095,pit?,HYLANDS GREAT GUN,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Tapanappa Formation
139.8477202,-32.3980195,workings,MANNAHILL EURO,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Enorama Shale
140.5657401,-32.2662285,,JOHN BROWN REEF,Gold,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),quartz vein,Mesoproterozoic unit 1
