DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM,LONGITUDE,LATITUDE
GREEN ROCK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.6777565,-30.7486444
MAYFLOWER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Amberoona Formation,137.9208076,-29.8817664
WIRRAWILKA GAP WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Callanna Group,138.6492284,-31.8551425
WIRRAWILKA GAP EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Callanna Group,138.6516384,-31.8559085
MYOLA SOUTH,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Myola Volcanics,,137.2287536,-33.0390024
PRIMROSE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Amberoona Formation,138.9012255,-30.1157344
PARA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite,138.7755422,-34.6561055
DALKEY SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yudnamutana Subgroup,140.5736041,-32.3555205
DALKEY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yudnamutana Subgroup,140.5762561,-32.3337885
NORTH HUMMOCKS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,ferruginisation,ABC Range Quartzite,138.0962224,-33.9942314
ROCKY KNOB,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,basalt unit 1,138.6729945,-31.1418064
CRAIG,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,dolerite unit 1,138.6485534,-31.8738675
WORUMBA 17,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Niggly Gap beds,138.6635094,-31.8293425
WORUMBA 13,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Warcowie Dolomite Member,Wilyerpa Formation,138.6455804,-31.8323485
WORUMBA 14,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Callanna Group,Callanna Group,138.6495654,-31.8293555
WHEAL ELLEN,"Lead, Silver, Arsenic, Gold, Copper, Garnet, Zinc",Locally Significant,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Tapanappa Formation,Tapanappa Formation,138.9270772,-35.1874105
DURKIN EAST,"Copper, Nickel",Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),Aristarchus Peridotite,Mulgathing Complex,133.7350552,-30.3469423
WORTHING NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,,138.5157432,-35.0829875
COPPER HILL EAST,"Copper, Gold",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Palaeoproterozoic rocks,137.8648994,-34.0429674
GREAT GLADSTONE,"Copper, Silver, Barite",Locally Significant,ADELAIDE GEOSYNCLINE,deep weathering,Callanna Group,138.1146435,-32.4759254
GREAT BRADFORD,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Balquhidder Formation,138.7762402,-35.3662915
COPPER CREST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Sunderland Formation,139.2053604,-31.4670465
BIRKSGATE,"Copper, Graphite, Silver, Gold, Molybdenum, Uranium, Vanadium",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup,140.3638892,-31.3114915
BILLEROO CARBONATITE,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),breccia,Willyama Supergroup unit 8,139.9133652,-31.8487775
OAKS WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Appila Tillite,139.4164252,-33.1431105
MAFEKING EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Delamerian igneous unit 5,Umberatana Group,139.4583022,-32.9918475
GUNSIGHT WEST,Copper,Low Significance,MOUNT PAINTER INLIER (CURNAMONA PROVINCE),Brindana Schist,Box Bore Granite,139.6198504,-30.0145405
BALFOUR HILLS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,Wilyerpa Formation,138.8023324,-31.3757075
LOVES,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Yudnamutana Subgroup,,138.8302154,-31.3528355
WINDITTIE,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Katunga Dolomite,136.5644106,-33.7131374
DOME ROCK,"Copper, Gold, Cobalt",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 19,140.4605222,-31.9015345
MOOLAWATANA,"Copper, Rare Earths",Low Significance,MOUNT PAINTER INLIER (CURNAMONA PROVINCE),Radium Creek Metamorphics,,139.7008254,-29.9430865
EASTERN SCHIST BELT,"Gold, Copper, Tungsten",Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),hydrothermal alteration,Brindana Schist,139.6692114,-29.9789525
MOULES CLAIM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 1,Wywyana Formation,139.2702164,-30.1867345
MANUEL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Benbournie Dolomite Member,Benbournie Dolomite Member,138.5924683,-34.1705725
BOIEKEVIE CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wilyerpa Formation,Wilyerpa Formation,139.5322042,-33.0802155
MUTOOROO RIDGE WEST,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,Boucaut Volcanics,,140.8946991,-32.5282606
WAURALTEE,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Mesoproterozoic unit 32,,137.5534564,-34.5866434
OAKLEY,"Copper, Platinoids",Low Significance,ADELAIDE GEOSYNCLINE,dolerite unit 1,,138.5661863,-33.4173135
BIRKSGATE,"Copper, Graphite, Silver, Gold, Molybdenum, Uranium, Vanadium",Low Significance,CURNAMONA PROVINCE,hydrothermal alteration,Willyama Supergroup,140.3638892,-31.3114915
TOMAHAWK,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,,137.7956984,-33.8826084
ANN HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,dolerite unit 1,138.7716325,-30.9682944
KETCHOWLA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,139.2913992,-33.3336865
MELODY,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Hiltaba Suite,Hiltaba Suite,137.1604556,-32.7399994
FALLOUT DAM,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Palaeoproterozoic unit 2,140.8126121,-32.3242276
JOES,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Peake Metamorphics unit 2,135.91284,-28.0986413
IVY QUEEN,"Copper, Silver, Iron Ore, Lead",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Moolooloo Siltstone Member,138.6132805,-31.0137194
WHEAL BASSETT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Appila Tillite,Appila Tillite,139.2234603,-32.8402265
JOHN ADAMS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Niggly Gap beds,138.6570554,-31.8464495
MOUNT CRAIG CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Niggly Gap beds,138.6513074,-31.8731285
MUNDYS HUT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tindelpina Shale Member,138.7011274,-31.7905255
RAGLESS RANGE,"Zinc, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Wilkawillina Limestone,Wilkawillina Limestone,138.0819855,-32.1408164
WAKEFIELD,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Skillogalee Dolomite,Skillogalee Dolomite,138.5838413,-34.1649935
PANDURRA,Copper,Locally Significant,STUART SHELF,hydrothermal alteration,Tregolana Shale Member,137.4549265,-32.6379994
CLARET,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Blue Mine Conglomerate,139.3766314,-30.3366675
WORUMBA 8,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,dolerite unit 1,138.6867364,-31.8213795
WORUMBA 7A,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Callanna Group,138.6774184,-31.8222915
WIRRAWILKA NO.4,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Callanna Group,138.6880794,-31.8395315
WORUMBA 9A,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wirrawilka beds,Wirrawilka beds,138.6475624,-31.8458225
WIRRAWILKA NO.3,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wirrawilka beds,Wirrawilka beds,138.6635534,-31.8485525
WIRRAWILKA NO.2,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wirrawilka beds,138.6665754,-31.8502315
MONAGHANS,"Copper, Silver",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),Gawler Range Volcanics,,137.1390486,-32.7238634
HARRISON CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Brukunga Formation,,139.1086582,-34.8424125
WOODLAMULKA EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,139.4517224,-30.3541755
PAULLS NORTH EXTENDED,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Merinjina Tillite,138.6732465,-30.3629344
WARRAKIMBO,"Micaceous Hematite, Copper",Locally Significant,ADELAIDE GEOSYNCLINE,Elatina Formation,Elatina Formation,138.1035565,-31.9451394
YACKAMOORUNDIE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Quaternary calcrete,,138.3765924,-33.4467025
GOLDEN GLEN,"Copper, Clay, Talc",Low Significance,ADELAIDE GEOSYNCLINE,Saddleworth Formation,Saddleworth Formation,138.9226822,-34.5308565
WEST NOB,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.4205413,-32.6347555
WILLARA,"Copper, Gold, Molybdenum",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation,139.3125872,-33.3586405
NILDOTTIE,"Copper, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,139.1005734,-31.0478795
WHEAL BESLEY,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.8024685,-30.7057594
THANKSGIVING,"Copper, Manganese",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wonoka Formation,139.5926052,-32.6574125
MOONTA WESTERN LODE,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Moonta Porphyry,Moonta Porphyry,137.5927165,-34.0718674
KENMORE,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,,137.7423894,-34.6308584
MOOROWIE,"Copper, Zinc",Low Significance,ARROWIE BASIN (ADELAIDE GEOSYNCLINE),Wilkawillina Limestone,Wilkawillina Limestone,139.2737844,-30.9801275
SOUTHERN HILLS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Ukaparinga Schist,Emeroo Subgroup,138.9003802,-34.6975995
RADFORD CREEK NORTH,"Copper, Rare Earths, Uranium",Low Significance,ADELAIDE GEOSYNCLINE,Parachilna Formation,Wonoka Formation,138.2150075,-32.0363964
MOUNT MONSTER,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex,138.6739072,-35.3015065
CAMAC,"Metasiltstone, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Woolshed Flat Shale,,138.8109432,-34.9907675
TINA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Elatina Formation,138.4333184,-32.2999594
CLARA ST DORA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,137.4954577,-29.6833724
WARRAWEENA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Parachilna Formation,,138.6158985,-30.7783204
MOUNT FRIDAY WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wonoka Formation,,138.3497265,-30.6844454
MOOLOOLOO,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,,138.5308295,-30.6212574
MARRAWAH,Copper,Low Significance,MUSGRAVE PROVINCE,Giles Complex,Giles Complex,130.6769586,-26.3424742
HANGING KNOLL,Copper,Low Significance,MUSGRAVE PROVINCE,quartz vein,,130.3368367,-26.1919122
WEARING HILLS B,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Bunyeroo Formation,139.2090374,-30.8577225
FIELDERS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.5744405,-30.2104094
LAST CHANCE NORTH,Copper,Low Significance,PEAKE AND DENISON INLIERS,Duff Creek beds,,135.9629989,-28.5696683
WHITE ROO,"Copper, Cobalt",Low Significance,CURNAMONA PROVINCE,Willyama Supergroup,Willyama Supergroup,140.9920711,-31.9491426
HORNES LODE,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Rathjen Gneiss,,139.1466492,-34.8741555
MOUNT EMILY SE,Copper,Low Significance,,Curdimurka Subgroup,,138.6902284,-31.2547904
APPEALINNA WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,,138.7018394,-31.4155035
LYALL BORE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,ironstone,basalt unit 1,138.9905844,-31.0330725
ARROWIE GORGE EAST,"Manganese, Copper, Uranium",Low Significance,ADELAIDE GEOSYNCLINE,ironstone,Wilkawillina Limestone,139.2459504,-30.7270105
NORTH BORE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Wilyerpa Formation,139.1566203,-31.8068545
OLD BROUGHTON,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,River Broughton beds unit 2,138.5607223,-33.4948505
CRABB DAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Saddleworth Formation,139.9994412,-32.7723095
SOUTH WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.0865086,-30.0215034
KINGSTON NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Willawalpa Formation,137.9714846,-29.9261744
KINGSTON SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Willawalpa Formation,137.9746356,-29.9281964
OLD KINGSTON NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Willawalpa Formation,137.9618146,-29.9135204
OLD KINGSTON SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Willawalpa Formation,137.9645286,-29.9172104
AUSTRALIA PLAINS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Saddleworth Formation,,139.2133532,-34.0937205
MUNJIBBIE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone,138.9723613,-33.2778775
WHEAL ISSET,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone,138.9742573,-33.2719415
GREAT MOUNT LYNDHURST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Fortress Hill Formation,138.6005605,-30.1925504
WALLABY HILL SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,ironstone,Bonney Sandstone,139.2496855,-29.8876985
EURELIA NO.2,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Elatina Formation,Elatina Formation,138.5932864,-32.5465945
THE WAKEFIELD,Copper,Low Significance,ADELAIDE GEOSYNCLINE,barite,Saddleworth Formation,138.7274253,-33.9344895
BURRA WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation,138.8718573,-33.7025445
PIDGEON BOX,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Saddleworth Formation,139.8916362,-32.8237625
VANSTONES,"Copper, Gold, Uranium",Low Significance,STUART SHELF,hydrothermal alteration,Beda Basalt,137.9284934,-33.3754094
TOP MOUNT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Willawalpa Formation,137.6812817,-29.8565374
RISCHBIETH NO.2,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Boorloo Siltstone,137.7599876,-29.8402094
RISCHBIETH NO.5,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Boorloo Siltstone,137.7687076,-29.8521454
O'BLIGHTS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Boorloo Siltstone,137.7847676,-29.8689624
DOME SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Recovery Formation,137.9245606,-29.7486504
ALFORD WEST,"Copper, Gold, Cobalt, Molybdenum",Locally Significant,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Wandearah Formation,137.7242504,-33.8791614
POLLUX,"Copper, Iron",Low Significance,STUART SHELF,hydrothermal alteration,breccia unit 3,138.3228225,-31.7389424
EUDUNDA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite,139.0968862,-34.1883295
EXTENSION TANK,"Gold, Copper",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Broadview Schist,137.3499996,-32.8673414
TRINITY,"Copper, Silver",Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),deep weathering,Palaeoproterozoic unit 2,140.9429721,-32.2934856
NORTH DAM,Copper,Low Significance,MURRAY BASIN BASEMENT,Neoproterozoic rocks,,139.5103462,-33.3431345
KETCHOWLA K1,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Ketchowla Siltstone,,139.2155622,-33.3089865
KETCHOWLA K4,Copper,Low Significance,ADELAIDE GEOSYNCLINE,sheared rocks,Ulupa Siltstone,139.2164533,-33.2797425
HAMILTON I,Copper,Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),quartz vein unit 4,Hamilton Creek Member,139.5855604,-29.9869025
HAMILTON J,Copper,Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),quartz vein,Hamilton Creek Member,139.5795704,-29.9911125
MAVERICK,Copper,Low Significance,MOUNT WOODS INLIER,skarn,,135.447706,-29.5573693
COTTAGE LODE,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),Rathjen Gneiss,,139.1508252,-34.8714215
HAYLANDS,"Gold, Copper, Zinc",Locally Significant,MURRAY BASIN BASEMENT,quartz vein unit 3,Kanmantoo Group,139.6211891,-34.1153895
OSCAR WEST,Copper,Low Significance,CURNAMONA PROVINCE,gossan,Bimba Formation,140.4532282,-32.0479485
MARY NORTH,Copper,Low Significance,CURNAMONA PROVINCE,gossan,Bimba Formation,140.4635761,-32.0564915
BARATTA,"Copper, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilyerpa Formation,139.1303114,-31.8180085
DEPOT SPRINGS CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Balcanoona Formation,138.7929245,-30.4791104
CONLINS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.4402915,-30.5761294
HILLS NO.3,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Bonney Sandstone,139.2731504,-29.8987205
MB SOUTH,Copper,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),Peela Conglomerate Member,,134.759161,-30.6724923
APEX EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Bungarider Subgroup unit 1,138.9212715,-30.3570995
RISCHBIETH 15,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Boorloo Siltstone,,137.7602836,-29.8242324
CAULIFLOWER CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Top Mount Sandstone beds,137.9732136,-29.7982774
STARDRIFT BORE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Etina Formation,139.0676474,-31.7092765
EURELIA NO.1,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Elatina Formation,Elatina Formation,138.5916514,-32.5505745
BLACK SHALE SOUTH,Copper,Low Significance,WILLOURAN TROUGH (ADELAIDE GEOSYNCLINE),Curdimurka Subgroup,,137.9728146,-29.7652364
BURRA,"Copper, Dolomite",Significant to SA,ADELAIDE GEOSYNCLINE,Kooringa Limestone Member,Kooringa Limestone Member,138.9262523,-33.6782945
PRINCESS ROYAL,"Copper, Gold, Cobalt",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite,139.0076573,-33.7704195
LUCAS HILL SOUTH,Copper,Low Significance,STUART SHELF,Tapley Hill Formation,,137.1314527,-31.4147744
PENN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.0764893,-32.8423435
CEMETERY,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),Willyama Complex,Willyama Supergroup unit 1,140.6063981,-32.3151825
WHEAL HANCOCK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Tindelpina Shale Member,,139.3969494,-30.3153545
NETHERLEIGH PARK NORTH,"Copper, Lead",Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,,137.8609104,-33.7815864
HAMILTON H,Copper,Low Significance,MOUNT BABBAGE INLIER (CURNAMONA PROVINCE),quartz vein unit 4,Golden Pole Granite,139.5854024,-29.9975835
PECULIAR KNOB NORTH,"Copper, Rare Earths",Low Significance,MOUNT WOODS INLIER,Hiltaba Suite,Hiltaba Suite,135.39089,-29.5654093
COPPER CLAIM,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein,Auburn Dolomite Member,138.4821394,-32.5273454
BLACK HILL DAM NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Emeroo Subgroup,Emeroo Subgroup,140.9094061,-32.5107756
MUTOOROO RIDGE EAST,"Manganese, Copper",Low Significance,ADELAIDE GEOSYNCLINE,Tertiary deep weathering,Boucaut Volcanics unit 1,140.9132471,-32.5136066
FLOOD DAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 1,Emeroo Subgroup,140.9264821,-32.5075226
SPRING CREEK,"Copper, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.1275414,-32.7313274
ALDERMANS DAM,"Copper, Lead, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Benda Siltstone,140.5867241,-32.5547945
PUTTAPA SPRINGS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,,138.4511965,-30.7512834
WALTHERCO NORTH,Copper,Low Significance,CURNAMONA PROVINCE,Bimba Formation,,139.9306882,-31.7415845
KUNMUNYA,Copper,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Tapanappa Formation,138.7049372,-35.3883415
OBRIENS SOUTH,Copper,Low Significance,CURNAMONA PROVINCE,quartz vein unit 4,Willyama Supergroup unit 1,140.5713201,-32.2757485
MURPHY CLAIM,"Lead, Silver, Gold, Copper, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,139.0726102,-33.9148875
MUJIBBIE SPRING,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Wilyerpa Formation,138.9933093,-33.2582725
DELORAINE,"Gold, Silver, Copper",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Saddleworth Formation,138.8933182,-34.7452995
PICON,Copper,Low Significance,MUSGRAVE PROVINCE,quartz vein,Mesoproterozoic unit 21,132.8951894,-26.9013122
BYRON,Copper,Low Significance,MUSGRAVE PROVINCE,Giles Complex,Giles Complex,129.9720677,-26.3410172
TERRELLS NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.4303135,-30.9872974
TERRELLS SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,,138.4231555,-30.9929424
MONA LENA SOUTH,"Copper, Salt",Low Significance,,Holocene rocks,,137.2006406,-31.7147744
WILLOW EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Niggly Gap beds,138.6499144,-31.8734325
CALCOOKARA WG1,"Dolomite, Copper",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),quartz vein,Katunga Dolomite,136.7241216,-33.6270544
CALABRINDA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.2227975,-32.0056144
KANYAKA,"Copper, Cobalt, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Parachilna Formation,138.2798915,-32.0737644
ROUND HILL WEST,Copper,Low Significance,DELAMERIAN OROGEN,quartz vein unit 4,Pualco Tillite unit 4,140.3071541,-32.6201375
WYACCA,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tindelpina Shale Member,138.7603684,-31.7785665
HILLSIDE,"Copper, Gold, Iron",Significant to SA,MOONTA SUBDOMAIN (GAWLER CRATON),Wallaroo Group,Wallaroo Group,137.8708404,-34.5376924
HILLSIDE,"Copper, Gold, Iron",Significant to SA,MOONTA SUBDOMAIN (GAWLER CRATON),,,137.8708404,-34.5376924
HILLSIDE,"Copper, Gold, Iron",Significant to SA,MOONTA SUBDOMAIN (GAWLER CRATON),,,137.8708404,-34.5376924
LUXEMBURG NORTH,Copper,Low Significance,CURNAMONA PROVINCE,quartz vein,Mesoproterozoic unit 1,140.5651851,-32.2632685
COADS,"Lead, Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wilkawillina Limestone,139.2544824,-31.0118075
KING DAM,Copper,Low Significance,WILLYAMA INLIERS (CURNAMONA PROVINCE),hydrothermal alteration,Willyama Supergroup unit 1,140.9212021,-32.2965896
POODLA WEST,"Gold, Copper",Low Significance,CURNAMONA PROVINCE,sheared rocks,Willyama Supergroup unit 11,140.1596832,-31.9959955
WHITE DAM,"Gold, Copper, Molybdenum",Locally Significant,WILLYAMA INLIERS (CURNAMONA PROVINCE),Wiperaminga Subgroup,Wiperaminga Subgroup,140.5741941,-32.0926845
WEST WILLOURAN,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Top Mount Sandstone beds,137.9508916,-29.8529134
FIFTH CREEK CENTRAL,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale,138.7348412,-34.8871695
FULLARTONS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Elatina Formation,138.5845204,-32.5528015
NAROKA,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),gossan,Katunga Dolomite,136.7176386,-33.6371544
MOROWIE SW,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),gossan,Warrow Quartzite,136.7490426,-33.6066854
WATCHANIE SOUTH,Copper,Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),gossan,Katunga Dolomite,136.7504886,-33.5662644
MOUNT COFFIN EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Curdimurka Subgroup,,138.5264235,-30.5133944
WILLA,"Zinc, Copper, Lead",Low Significance,ADELAIDE GEOSYNCLINE,Wilkawillina Limestone,Wilkawillina Limestone,138.5326975,-31.2621724
